Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
20609,20.82,1.051,1.013,4.94,25.3,5.53,13.25,60,1.08,75.0,,Specific Gravity,Partial Mash,0.75,19.44,Blonde Ale
20610,56.78,1.052,1.013,5.17,30.51,3.93,66.24,90,1.045,35.0,,Specific Gravity,extract,,,Saison
20611,20.82,1.05,1.012,4.96,31.93,4.51,11.36,60,1.035,55.0,,Specific Gravity,Partial Mash,,15.56,American Pale Ale
20612,20.82,1.052,1.013,5.22,41.78,8.05,31.23,60,1.035,75.0,1.36,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
20613,20.82,1.055,1.013,5.48,47.51,5.54,28.39,60,1.04,75.0,1.45,Specific Gravity,All Grain,1.0,19.44,American Pale Ale
20614,20.82,1.063,1.012,6.7,60.86,8.37,15.14,60,1.087,30.0,,Specific Gravity,extract,,23.33,American IPA
20615,20.82,1.058,1.014,5.75,36.85,5.84,28.39,60,1.043,75.0,1.5,Specific Gravity,All Grain,,20.0,American Pale Ale
20616,20.82,1.067,1.013,7.11,54.16,11.27,11.36,60,1.123,35.0,,Specific Gravity,extract,0.35,20.0,American IPA
20617,20.82,1.07,1.0170000000000001,6.88,66.63,6.48,28.39,60,1.051,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
20618,20.82,1.05,1.0090000000000001,5.4,35.76,8.08,26.5,60,1.04,70.0,2.0,Specific Gravity,All Grain,0.75,17.78,American Pale Ale
20619,28.0,1.062,1.014,6.38,55.1,6.22,32.0,60,1.055,70.0,,Specific Gravity,BIAB,0.75,17.0,American IPA
20620,20.82,1.0659999999999998,1.016,6.47,64.7,5.21,27.25,60,1.0270000000000001,35.0,,Specific Gravity,extract,,,American IPA
20621,18.93,1.06,1.016,5.85,32.4,25.81,28.39,60,1.04,70.0,1.25,Specific Gravity,All Grain,0.35,21.11,American Brown Ale
20622,18.93,1.046,1.012,4.48,20.26,12.49,11.36,60,1.077,35.0,,Specific Gravity,Partial Mash,0.35,18.33,American Brown Ale
20623,18.93,1.053,1.012,5.33,43.39,10.65,11.36,60,1.088,35.0,,Specific Gravity,extract,0.35,18.33,American Pale Ale
20624,18.93,1.065,1.015,6.5,0.0,5.27,9.46,60,1.13,35.0,,Specific Gravity,extract,0.35,23.89,American IPA
20625,49.0,11.7198,3.20238,4.55,34.11,4.28,56.0,80,10.3,87.0,2.7,Plato,All Grain,0.5,19.0,American Pale Ale
20626,11.36,1.0759999999999998,1.0190000000000001,7.45,66.15,6.01,15.14,60,1.057,70.0,1.5,Specific Gravity,All Grain,,,American IPA
20627,3.79,1.057,1.018,5.1,179.36,4.92,5.68,60,1.038,68.0,,Specific Gravity,BIAB,,18.33,American Pale Ale
20628,20.82,1.051,1.012,5.11,39.46,6.89,24.61,60,1.043,75.0,1.5,Specific Gravity,All Grain,,20.0,American Pale Ale
20629,42.0,1.046,1.011,4.56,15.74,3.38,50.0,60,1.038,70.0,2.4,Specific Gravity,All Grain,0.75,26.0,Witbier
20630,23.0,1.0490000000000002,1.011,5.1,11.26,15.71,11.0,60,1.103,35.0,,Specific Gravity,extract,,20.0,American Light Lager
20631,22.0,1.043,1.011,4.2,125.76,4.8,20.0,60,1.047,72.0,1.6,Specific Gravity,All Grain,0.35,22.0,American Pale Ale
20632,23.0,1.04,1.008,4.12,29.9,5.93,29.0,75,1.032,75.0,2.7,Specific Gravity,All Grain,1.0,18.0,American Pale Ale
20633,29.53,1.052,1.008,5.78,86.91,5.61,34.07,60,1.042,77.0,1.5,Specific Gravity,All Grain,,,American IPA
20634,18.93,1.062,1.018,5.74,56.49,5.78,28.39,60,1.041,70.0,1.25,Specific Gravity,All Grain,,20.0,American IPA
20635,20.82,1.0590000000000002,1.013,6.03,130.24,6.19,28.39,60,1.043,75.0,1.25,Specific Gravity,All Grain,,,American IPA
20636,23.0,1.053,1.012,5.37,42.13,6.11,26.0,60,1.047,57.0,3.0,Specific Gravity,All Grain,,,American Pale Ale
20637,20.82,1.043,1.012,4.06,32.39,6.18,26.5,60,1.033,72.0,,Specific Gravity,BIAB,,,American Light Lager
20638,84.0,1.04,1.0070000000000001,4.38,62.86,4.68,95.0,60,1.036,82.5,3.0,Specific Gravity,All Grain,,20.0,American Pale Ale
20639,50.0,1.069,1.013,7.28,82.26,18.58,60.0,90,1.057,85.0,2.7,Specific Gravity,All Grain,,20.0,Saison
20640,20.82,1.045,1.01,4.55,21.28,6.58,27.63,60,1.034,70.0,1.25,Specific Gravity,All Grain,,20.0,American Pale Ale
20641,37.85,1.0659999999999998,1.015,6.59,78.03,4.38,43.53,60,1.051,65.0,1.25,Specific Gravity,All Grain,,20.0,American IPA
20642,18.93,1.062,1.025,4.85,30.84,40.51,23.66,60,1.043,76.0,1.5,Specific Gravity,All Grain,0.35,18.89,American Stout
20643,20.82,1.089,1.022,8.87,123.23,10.96,32.18,60,1.058,75.0,1.5,Specific Gravity,All Grain,2.0,,American IPA
20644,20.82,1.087,1.022,8.52,84.34,13.88,11.36,60,1.159,45.0,,Specific Gravity,Partial Mash,,18.33,American Pale Ale
20645,20.82,1.055,1.014,5.42,27.01,19.92,28.39,60,1.04,70.0,,Specific Gravity,BIAB,0.35,20.0,Irish Red Ale
20646,26.0,1.063,1.014,6.46,40.33,4.51,28.5,80,1.057,84.0,,Specific Gravity,BIAB,0.5,20.0,American Pale Ale
20647,175.0,1.061,1.01,6.71,11.25,8.23,205.0,75,1.052,70.0,2.8,Specific Gravity,All Grain,0.75,17.0,American Pale Ale
20648,24.0,1.048,1.01,5.0,21.18,3.96,31.0,90,1.037,75.0,3.1,Specific Gravity,All Grain,,20.0,American Pale Ale
20649,7.57,1.053,1.01,5.61,20.47,7.77,17.03,60,1.023,70.0,,Specific Gravity,BIAB,,,American IPA
20650,18.93,1.053,1.01,5.61,66.15,8.25,9.46,60,1.1059999999999999,35.0,,Specific Gravity,extract,,20.0,American IPA
20651,14.0,1.064,1.015,6.35,75.15,5.62,17.0,60,1.052,66.0,,Specific Gravity,BIAB,0.5,22.0,American IPA
20652,20.82,1.04,1.002,4.97,29.71,2.94,24.61,60,1.032,63.0,,Specific Gravity,BIAB,,23.89,Saison
20653,20.82,1.047,1.0090000000000001,4.92,22.75,13.19,28.39,60,1.034,72.0,,Specific Gravity,BIAB,,,Irish Red Ale
20654,21.0,1.026,1.005,2.78,33.36,3.3,7.0,50,1.079,35.0,,Specific Gravity,BIAB,0.75,18.0,American IPA
20655,18.93,1.07,1.016,7.05,124.18,10.82,28.39,60,1.047,68.0,1.5,Specific Gravity,All Grain,,21.11,American IPA
20656,18.93,1.072,1.013,7.64,28.93,9.14,24.61,60,1.042,68.0,,Specific Gravity,BIAB,1.0,22.22,American Amber Ale
20657,20.82,1.048,1.0090000000000001,5.12,28.94,4.35,28.39,60,1.035,72.0,,Specific Gravity,BIAB,0.35,18.33,Blonde Ale
20658,20.82,1.061,1.015,5.99,37.64,5.76,11.36,60,1.112,35.0,,Specific Gravity,extract,,,American Light Lager
20659,22.0,1.044,1.01,4.49,61.59,6.62,30.0,50,1.033,59.0,,Specific Gravity,BIAB,,20.0,American IPA
20660,20.82,1.138,1.034,13.56,45.51,14.96,26.5,60,1.1079999999999999,75.0,1.5,Specific Gravity,All Grain,0.5,18.33,American Light Lager
20661,80.0,1.047,1.011,4.71,15.46,5.62,95.0,60,1.04,72.0,3.0,Specific Gravity,All Grain,0.75,21.0,Blonde Ale
20662,20.82,1.071,1.018,7.0,70.63,5.37,26.5,60,1.056,70.0,1.5,Specific Gravity,All Grain,,,American IPA
20663,21.0,1.0490000000000002,1.0090000000000001,5.24,28.64,4.79,11.0,60,1.048,35.0,,Specific Gravity,extract,,,American Light Lager
20664,9.46,1.06,1.015,5.89,48.48,6.11,13.25,60,1.043,75.0,,Specific Gravity,All Grain,,18.89,American Pale Ale
20665,18.93,1.072,1.014,7.68,15.98,5.25,24.61,90,1.056,72.0,1.25,Specific Gravity,All Grain,0.5,19.44,American IPA
20666,17.03,1.0759999999999998,1.023,6.95,126.15,5.53,22.71,60,1.057,60.0,1.5,Specific Gravity,All Grain,1.0,21.11,American IPA
20667,14.3,12.0494,2.4683900000000003,5.11,48.37,2.96,15.0,75,11.5,77.0,3.0,Plato,All Grain,0.75,18.0,American Pale Ale
20668,28.0,1.047,1.0090000000000001,4.89,28.88,3.2,35.0,90,1.037,70.0,,Specific Gravity,All Grain,,,Saison
20669,23.0,1.057,1.015,5.56,34.12,15.21,30.0,60,1.044,70.0,2.5,Specific Gravity,All Grain,0.35,18.0,Irish Red Ale
20670,18.93,1.051,1.011,5.24,24.99,4.0,28.39,60,1.034,65.0,1.25,Specific Gravity,All Grain,0.75,15.56,Blonde Ale
20671,20.82,1.064,1.016,6.26,57.83,6.18,27.44,65,1.0490000000000002,72.0,1.25,Specific Gravity,All Grain,1.0,18.89,American IPA
20672,21.0,1.0590000000000002,1.015,5.81,20.64,17.32,28.5,60,1.044,70.0,3.0,Specific Gravity,All Grain,,20.0,American Amber Ale
20673,15.14,1.058,1.011,6.16,79.69,12.24,7.57,60,1.074,35.0,,Specific Gravity,extract,,,American IPA
20674,18.93,1.052,1.01,5.51,48.98,3.59,24.61,60,1.04,70.0,1.5,Specific Gravity,All Grain,,,American Pale Ale
20675,18.93,1.07,1.0170000000000001,7.06,77.19,5.43,26.5,60,1.05,72.0,1.5,Specific Gravity,All Grain,,,American Pale Ale
20676,20.82,1.064,1.012,6.8,62.06,6.87,24.61,60,1.054,65.0,1.5,Specific Gravity,All Grain,,,American IPA
20677,22.0,1.056,1.011,6.0,39.36,7.08,26.0,60,1.048,68.0,3.0,Specific Gravity,All Grain,0.35,18.0,American Amber Ale
20678,22.71,1.051,1.01,5.4,26.62,16.81,15.14,60,1.0759999999999998,35.0,,Specific Gravity,extract,,20.0,Irish Red Ale
20679,24.61,1.057,1.012,5.9,31.86,6.25,28.39,60,1.05,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,Saison
20680,25.0,1.042,1.0070000000000001,4.54,52.59,37.95,31.0,90,1.034,70.0,3.0,Specific Gravity,All Grain,,20.0,American Stout
20681,20.82,1.056,1.013,5.56,58.64,3.59,28.39,60,1.041,75.0,,Specific Gravity,BIAB,,20.0,American IPA
20682,19.87,1.057,1.014,5.6,0.0,14.08,18.93,60,,75.0,,Specific Gravity,Partial Mash,,,Irish Red Ale
20683,44.0,1.045,1.008,4.83,11.26,3.64,48.0,60,1.041,80.0,2.5,Specific Gravity,All Grain,,35.0,Saison
20684,18.93,1.052,1.012,5.23,52.76,13.91,9.46,60,1.104,35.0,,Specific Gravity,extract,,,American Light Lager
20685,20.82,1.065,1.016,6.44,47.38,4.65,23.66,60,1.058,60.0,,Specific Gravity,BIAB,,,American Light Lager
20686,20.0,1.05,1.008,5.49,54.57,3.7,28.0,60,1.036,65.0,,Specific Gravity,BIAB,0.75,18.0,American IPA
20687,25.0,1.073,1.018,7.69,65.12,13.96,30.0,60,1.061,70.0,3.5,Specific Gravity,All Grain,,,Imperial IPA
20688,26.0,1.064,1.014,6.58,58.55,9.62,31.0,60,1.054,72.0,,Specific Gravity,All Grain,,,American IPA
20689,20.82,1.0290000000000001,1.01,2.5,6.32,4.82,22.71,30,1.026,35.0,,Specific Gravity,extract,,,American Light Lager
20690,50.0,1.053,1.01,5.69,36.25,4.38,62.2,75,1.043,65.0,,Specific Gravity,All Grain,,,American Pale Ale
20691,22.0,1.048,1.0090000000000001,5.13,56.18,7.89,30.0,60,1.035,67.0,,Specific Gravity,BIAB,,66.0,American Pale Ale
20692,20.82,1.063,1.011,6.91,71.93,6.81,26.5,75,1.05,65.0,1.33,Specific Gravity,All Grain,0.75,17.78,American IPA
20693,22.0,1.052,1.013,5.17,0.0,4.37,27.0,60,1.042,75.0,2.7,Specific Gravity,All Grain,,,Blonde Ale
20694,37.85,1.067,1.0170000000000001,6.52,83.64,9.82,49.21,60,1.051,70.0,1.25,Specific Gravity,All Grain,,22.22,American IPA
20695,20.0,1.079,1.026,6.89,41.87,7.01,28.5,60,1.055,80.0,3.0,Specific Gravity,All Grain,0.75,20.0,American IPA
20696,14.0,1.0659999999999998,1.016,6.5,75.09,5.54,17.33,60,1.053,70.0,,Specific Gravity,BIAB,1.0,20.0,American IPA
20697,20.82,1.058,1.0170000000000001,5.39,157.2,5.48,30.28,60,1.04,75.0,1.4,Specific Gravity,All Grain,0.5,18.33,American IPA
20698,18.93,1.084,1.0170000000000001,8.78,106.59,8.04,26.5,60,1.06,75.0,,Specific Gravity,BIAB,,20.0,Imperial IPA
20699,5.0,1.054,1.015,5.33,43.1,9.09,8.0,60,1.034,70.0,,Specific Gravity,BIAB,,21.0,American Pale Ale
20700,20.0,1.037,1.0070000000000001,3.99,9.71,5.93,24.0,70,1.0270000000000001,65.0,,Specific Gravity,BIAB,1.0,19.0,Saison
20701,20.82,1.072,1.0170000000000001,7.19,95.93,6.64,28.39,60,1.053,70.0,1.25,Specific Gravity,All Grain,1.0,20.56,American IPA
20702,19.87,1.055,1.014,5.37,39.82,32.73,25.55,60,1.043,77.0,1.3,Specific Gravity,All Grain,,18.33,American Stout
20703,32.0,1.055,1.01,5.93,49.33,4.0,39.5,90,1.045,75.0,,Specific Gravity,All Grain,0.75,18.0,American IPA
20704,7.99,1.06,1.011,6.35,150.56,4.92,3.79,60,1.021,35.0,,Specific Gravity,extract,,,American IPA
20705,18.93,1.063,1.016,6.23,64.4,9.71,9.46,60,1.0490000000000002,35.0,,Specific Gravity,extract,0.35,17.78,American IPA
20706,11.5,1.056,1.013,5.52,32.07,4.58,4.0,25,1.036,60.0,,Specific Gravity,extract,0.75,24.0,Saison
20707,20.82,1.068,1.013,7.18,61.34,8.4,22.71,60,1.062,60.0,,Specific Gravity,Partial Mash,,,American Pale Ale
20708,3.79,1.073,1.014,7.74,65.9,11.68,9.46,60,1.028,65.0,1.5,Specific Gravity,All Grain,,18.33,American IPA
20709,4.16,1.038,1.0090000000000001,3.88,0.0,3.62,6.81,30,1.023,100.0,,Specific Gravity,extract,0.75,18.33,American Light Lager
20710,20.82,1.061,1.011,6.58,37.83,9.38,28.39,60,1.045,75.0,1.5,Specific Gravity,All Grain,1.0,15.56,American IPA
20711,3066.18,17.4849,4.030819999999999,7.36,61.36,6.65,2725.5,90,19.5,93.0,1.07,Plato,All Grain,,20.0,American IPA
20712,20.82,1.061,1.014,6.21,89.41,7.86,25.06,60,1.051,70.0,1.3,Specific Gravity,All Grain,1.25,18.33,American IPA
20713,25.0,1.057,1.016,5.42,40.38,4.04,30.0,90,1.048,70.0,3.0,Specific Gravity,All Grain,0.35,20.0,Blonde Ale
20714,180.0,1.051,1.01,5.41,22.87,3.82,183.0,60,1.05,85.0,3.3,Specific Gravity,All Grain,0.35,18.0,Blonde Ale
20715,22.71,1.099,1.0270000000000001,9.48,33.9,6.81,28.39,90,1.079,70.0,1.5,Specific Gravity,All Grain,0.5,15.56,American IPA
20716,22.71,1.055,1.011,5.83,38.97,14.42,28.39,90,1.044,75.0,1.5,Specific Gravity,All Grain,,20.0,American Amber Ale
20717,21.77,1.064,1.014,6.63,65.33,5.39,26.5,75,1.053,75.0,1.36,Specific Gravity,All Grain,0.5,20.0,American IPA
20718,18.93,1.078,1.02,7.65,33.09,25.74,28.39,90,1.052,60.0,1.5,Specific Gravity,All Grain,1.0,,American Brown Ale
20719,24.0,1.053,1.011,5.5,48.82,6.58,29.0,60,1.044,70.0,,Specific Gravity,BIAB,,20.0,American Pale Ale
20720,18.93,1.0490000000000002,1.014,4.63,70.49,3.11,28.39,90,1.033,75.0,1.33,Specific Gravity,All Grain,,,Saison
20721,22.71,1.061,1.012,6.47,44.77,8.85,28.39,60,1.0490000000000002,80.0,,Specific Gravity,BIAB,,,American IPA
20722,20.82,1.063,1.016,6.22,56.6,7.82,28.39,60,1.046,70.0,1.5,Specific Gravity,All Grain,,17.78,American Pale Ale
20723,5.0,1.053,1.013,5.32,27.12,10.15,8.0,60,1.033,75.0,3.0,Specific Gravity,All Grain,,18.0,American Amber Ale
20724,6.6,1.061,1.015,5.97,49.22,14.83,7.59,90,,70.0,,Specific Gravity,All Grain,,,American IPA
20725,2200.0,15.3221,3.98328,6.15,73.23,4.68,2400.0,90,14.1,78.0,2.15,Plato,All Grain,,,American IPA
20726,22.0,1.08,1.015,9.21,101.45,8.23,28.5,60,1.062,75.0,2.7,Specific Gravity,All Grain,0.5,20.0,Imperial IPA
20727,24.61,1.063,1.014,6.39,88.87,5.64,32.18,90,1.048,70.0,2.0,Specific Gravity,All Grain,,18.33,American IPA
20728,21.0,1.04,1.0070000000000001,4.35,10.25,2.26,28.5,80,1.03,80.0,,Specific Gravity,All Grain,,,American Light Lager
20729,21.0,1.053,1.008,5.89,32.03,9.12,7.5,45,1.149,35.0,,Specific Gravity,extract,0.5,19.0,American Pale Ale
20730,25.0,1.065,1.015,6.62,0.0,10.09,33.0,90,1.0490000000000002,70.0,3.2,Specific Gravity,All Grain,0.75,19.0,American IPA
20731,17.2,1.072,1.016,7.38,48.87,38.77,28.5,60,1.044,60.0,2.9,Specific Gravity,All Grain,0.75,20.0,American Light Lager
20732,38.8,1.064,1.008,7.3,24.77,25.05,54.89,90,1.042,76.0,1.25,Specific Gravity,All Grain,1.25,18.33,Saison
20733,3.79,1.053,1.014,5.09,18.65,3.84,5.68,90,1.035,65.0,1.5,Specific Gravity,All Grain,0.35,18.33,Blonde Ale
20734,20.82,1.065,1.015,6.54,76.04,12.8,26.5,90,1.051,70.0,1.0,Specific Gravity,All Grain,0.35,20.0,American IPA
20735,20.82,1.055,1.015,5.22,42.78,10.98,28.39,60,1.04,70.0,1.2,Specific Gravity,All Grain,1.0,18.33,American Pale Ale
20736,18.93,1.069,1.014,7.21,36.43,4.22,29.9,60,1.043,65.0,,Specific Gravity,All Grain,0.35,,Saison
20737,22.71,18.4146,3.5213,8.16,69.73,12.78,27.44,60,15.4,78.0,1.5,Plato,All Grain,1.0,20.0,American IPA
20738,20.82,1.05,1.01,5.22,22.41,5.97,11.36,60,1.092,65.0,,Specific Gravity,Partial Mash,,23.89,Saison
20739,20.82,1.042,1.0090000000000001,4.41,19.09,3.13,22.71,60,1.0390000000000001,70.0,,Specific Gravity,BIAB,,15.0,American Light Lager
20740,18.93,1.074,1.0190000000000001,7.32,130.01,12.5,9.46,60,1.149,35.0,,Specific Gravity,extract,,,Imperial IPA
20741,41.64,1.052,1.013,5.17,12.91,3.87,56.78,90,1.038,65.0,1.5,Specific Gravity,All Grain,,,Witbier
20742,20.82,1.065,1.011,7.12,80.97,6.06,28.39,60,1.048,70.0,,Specific Gravity,BIAB,0.35,20.0,American IPA
20743,26.0,1.0590000000000002,1.012,6.22,80.29,4.41,30.0,60,1.051,80.0,3.0,Specific Gravity,All Grain,,19.0,American IPA
20744,30.0,1.053,1.01,5.53,39.41,12.28,30.0,60,1.053,80.0,3.1,Specific Gravity,All Grain,,,American Amber Ale
20745,25.0,1.063,1.011,6.78,69.77,6.74,30.0,60,1.053,70.0,,Specific Gravity,BIAB,,18.0,American IPA
20746,3.79,1.071,1.0170000000000001,7.12,229.98,6.87,5.68,60,1.047,70.0,1.5,Specific Gravity,All Grain,,,Imperial IPA
20747,23.0,1.048,1.0090000000000001,5.16,34.98,6.42,27.0,60,1.041,65.0,5.0,Specific Gravity,All Grain,,12.0,American Pale Ale
20748,20.82,1.075,1.014,8.0,101.5,11.92,30.28,60,1.052,70.0,2.0,Specific Gravity,All Grain,,,Imperial IPA
20749,23.0,1.073,1.014,7.85,130.61,6.85,32.0,90,1.053,68.0,,Specific Gravity,BIAB,,18.0,American IPA
20750,79.49,1.08,1.022,8.15,99.26,13.55,79.49,60,1.08,70.0,1.25,Specific Gravity,All Grain,1.0,22.22,American IPA
20751,19.0,1.05,1.013,4.79,30.74,5.52,23.0,90,1.041,70.0,2.9,Specific Gravity,All Grain,,18.0,American Pale Ale
20752,20.82,1.061,1.011,6.59,57.85,4.95,28.39,60,1.045,70.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA
20753,41.64,1.061,1.014,6.23,30.01,4.12,49.21,60,1.052,70.0,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
20754,22.71,1.067,1.012,7.21,68.74,6.09,28.39,60,1.053,75.0,,Specific Gravity,BIAB,0.75,18.89,American IPA
20755,18.93,1.068,1.012,7.3,57.21,6.61,26.5,60,1.048,66.0,1.25,Specific Gravity,All Grain,0.35,20.56,American IPA
20756,25.0,1.05,1.0090000000000001,5.49,28.13,15.59,28.0,60,1.045,75.0,,Specific Gravity,BIAB,,,American Amber Ale
20757,3.0,1.046,1.0090000000000001,4.94,23.8,14.0,8.0,60,1.0170000000000001,85.0,3.0,Specific Gravity,All Grain,,22.0,Irish Red Ale
20758,25.0,12.425,2.1654,5.47,20.0,4.23,32.0,75,9.8,63.0,2.2,Plato,All Grain,0.75,21.0,Witbier
20759,20.82,1.063,1.012,6.72,57.23,7.37,28.39,60,1.046,70.0,1.5,Specific Gravity,All Grain,,,American IPA
20760,13.0,1.054,1.01,5.82,26.66,10.49,19.0,60,1.037,75.0,3.0,Specific Gravity,All Grain,,21.0,Saison
20761,7.57,1.063,1.015,6.33,103.6,5.1,15.14,60,1.031,35.0,,Specific Gravity,extract,,,American IPA
20762,19.87,1.069,1.015,7.05,90.86,5.87,11.36,60,1.082,35.0,,Specific Gravity,extract,,18.33,American IPA
20763,1646.65,1.052,1.013,5.1,10.07,3.88,1646.65,90,1.052,85.0,1.5,Specific Gravity,All Grain,,,American Light Lager
20764,33.0,1.052,1.013,5.09,47.0,12.15,14.0,90,1.122,80.0,,Specific Gravity,extract,,,American Light Lager
20765,18.93,1.074,1.012,8.04,89.48,11.01,24.61,60,1.057,75.0,1.33,Specific Gravity,All Grain,,,American IPA
20766,45.42,1.056,1.013,5.64,0.0,3.59,54.89,90,1.046,75.0,1.5,Specific Gravity,All Grain,,,American Light Lager
20767,3.79,1.05,1.01,5.36,26.27,2.72,3.79,60,1.05,35.0,,Specific Gravity,extract,,,American Pale Ale
20768,20.82,1.054,1.013,5.39,54.56,4.6,24.45,60,1.046,75.0,,Specific Gravity,BIAB,0.75,21.11,American Pale Ale
20769,20.82,1.052,1.013,5.14,16.37,5.27,28.39,60,1.038,60.0,,Specific Gravity,BIAB,0.35,20.0,Witbier
20770,52.0,1.055,1.013,5.48,44.57,5.67,55.0,60,1.052,70.0,2.33,Specific Gravity,All Grain,0.75,20.0,American Pale Ale
20771,70.0,1.041,1.01,4.06,17.38,15.89,50.0,60,1.057,70.0,3.0,Specific Gravity,All Grain,,,Irish Red Ale
20772,45.0,1.047,1.01,4.77,33.3,4.61,49.0,60,1.043,75.0,2.5,Specific Gravity,All Grain,0.75,17.0,American IPA
20773,20.82,1.078,1.02,7.69,105.41,36.43,31.23,60,,80.0,,Specific Gravity,BIAB,,,Imperial IPA
20774,20.82,1.071,1.0170000000000001,7.09,65.39,6.46,28.39,75,1.052,72.0,1.33,Specific Gravity,All Grain,0.35,18.89,American IPA
20775,20.82,1.058,1.01,6.32,93.65,7.33,28.39,60,1.042,65.0,,Specific Gravity,BIAB,,15.56,American Pale Ale
20776,17.98,1.055,1.01,5.89,30.79,3.72,28.39,60,1.035,70.0,,Specific Gravity,BIAB,0.5,,Saison
20777,20.82,1.1059999999999999,1.026,10.4,0.0,2.9,28.39,60,1.077,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Light Lager
20778,10.0,1.07,1.012,7.99,71.59,4.11,14.0,90,1.05,65.0,,Specific Gravity,BIAB,0.35,18.0,Imperial IPA
20779,22.71,1.05,1.006,5.75,18.29,21.62,28.39,90,1.04,72.0,,Specific Gravity,BIAB,,21.11,Saison
20780,150.0,1.062,1.0170000000000001,5.83,33.02,6.09,150.0,60,1.062,80.0,2.5,Specific Gravity,All Grain,0.75,20.0,Saison
20781,20.82,1.0490000000000002,1.012,4.84,44.49,3.8,11.36,60,1.09,70.0,,Specific Gravity,Partial Mash,,21.11,American Pale Ale
20782,7.57,1.0759999999999998,1.018,7.58,0.0,7.93,9.46,60,1.061,35.0,,Specific Gravity,Partial Mash,0.35,21.11,American IPA
20783,20.82,1.053,1.013,5.26,33.15,3.49,22.71,30,1.0490000000000002,35.0,,Specific Gravity,extract,,20.0,American Pale Ale
20784,18.93,1.06,1.014,6.07,139.19,8.02,26.5,75,1.043,74.0,1.3,Specific Gravity,All Grain,0.35,22.22,American Pale Ale
20785,10.0,1.05,1.01,5.31,44.04,5.87,12.0,70,1.042,73.0,,Specific Gravity,All Grain,0.35,20.0,American Pale Ale
20786,3.79,1.056,1.012,5.87,68.03,15.42,5.68,60,1.038,35.0,,Specific Gravity,Partial Mash,,20.0,American IPA
20787,23.0,1.047,1.011,4.72,44.04,5.75,28.0,60,1.038,70.0,,Specific Gravity,All Grain,0.75,18.0,American Pale Ale
20788,41.64,1.051,1.011,5.3,23.19,6.25,45.42,30,1.043,75.0,1.11,Specific Gravity,All Grain,,20.0,American Pale Ale
20789,18.0,13.0635,3.3753599999999997,5.2,30.48,7.32,20.0,60,11.8,80.0,4.0,Plato,All Grain,,,Irish Red Ale
20790,46.0,1.064,1.012,6.81,50.73,11.41,23.0,60,1.128,35.0,,Specific Gravity,extract,,19.0,American IPA
20791,20.82,1.06,1.014,6.0,53.17,8.04,28.39,60,,65.0,,Specific Gravity,All Grain,,,American IPA
20792,20.0,1.067,1.013,7.05,47.25,7.0,28.5,60,1.047,50.0,3.0,Specific Gravity,All Grain,,19.0,American IPA
20793,18.93,1.07,1.0170000000000001,6.87,70.12,7.56,21.77,60,1.061,80.0,1.25,Specific Gravity,All Grain,,,American IPA
20794,41.64,1.051,1.01,5.46,39.0,7.32,49.21,60,1.043,70.0,1.5,Specific Gravity,All Grain,,,American Pale Ale
20795,18.93,1.06,1.0170000000000001,5.65,28.73,41.88,22.71,60,1.05,65.0,,Specific Gravity,BIAB,,16.67,American Stout
20796,21.0,1.052,1.0090000000000001,5.67,42.68,7.55,30.0,45,1.036,80.0,3.5,Specific Gravity,All Grain,0.5,18.0,American Pale Ale
20797,41.64,1.054,1.014,5.34,25.12,4.46,51.1,60,1.044,77.0,1.4,Specific Gravity,All Grain,,,American Pale Ale
20798,586.74,1.062,1.014,6.18,37.58,50.0,643.52,90,1.056,70.0,1.5,Specific Gravity,All Grain,,,American Light Lager
20799,20.82,1.0659999999999998,1.021,5.98,44.47,7.73,28.39,60,1.0490000000000002,70.0,,Specific Gravity,BIAB,,18.33,American IPA
20800,21.0,1.052,1.008,5.8,29.88,7.27,28.0,75,1.0390000000000001,67.0,2.0,Specific Gravity,All Grain,0.75,14.0,American Pale Ale
20801,25.0,1.06,1.01,6.52,55.56,4.64,30.0,60,1.05,80.0,3.0,Specific Gravity,All Grain,,,American IPA
20802,11.36,1.047,1.014,4.3,37.14,6.22,17.03,60,1.031,51.0,,Specific Gravity,All Grain,,,Saison
20803,18.0,1.057,1.011,5.98,47.14,7.9,16.0,75,1.064,15.0,,Specific Gravity,extract,0.75,22.0,American Pale Ale
20804,20.82,1.057,1.014,5.63,46.67,32.77,28.39,60,1.042,70.0,1.5,Specific Gravity,All Grain,,,American Stout
20805,25.0,1.052,1.0090000000000001,5.6,0.0,4.04,28.0,60,1.047,75.0,4.0,Specific Gravity,All Grain,,,American Light Lager
20806,22.71,1.072,1.028,5.78,44.69,9.62,11.36,60,1.143,35.0,,Specific Gravity,extract,,20.0,American IPA
20807,23.0,1.056,1.011,5.94,43.98,6.53,5.0,30,1.041,75.0,,Specific Gravity,extract,0.35,20.0,American Pale Ale
